text,author,display_name,date,likes,quotes,replies,reposts,uri,url,reply_to,reply_to_uri,reply_to_url,query
"""I don't know how you live with yourself.""

""OMG you're telling them to unalive themselves!?""",dogsdadbod.bsky.social,DogsDadBod,2025-03-21T22:16:36.185Z,12,0,0,0,at://did:plc:gc4456i6zl3mikfo3k4hmqsl/app.bsky.feed.post/3lkwahtbdy22i,https://bsky.app/profile/did:plc:gc4456i6zl3mikfo3k4hmqsl/post/3lkwahtbdy22i,Yes,at://did:plc:sp5paqzfmzlsxazgv7hrukda/app.bsky.feed.post/3lkw5a7erek2l,https://bsky.app/profile/did:plc:sp5paqzfmzlsxazgv7hrukda/post/3lkw5a7erek2l,unalive
"Can’t someone - anyone - please do the right thing??

Unalive this fucker already.",ninainthemountains.bsky.social,Nina P,2025-03-22T00:42:47.193Z,11,0,3,2,at://did:plc:t25h2433e7etlwm2tb6ihw6h/app.bsky.feed.post/3lkwin7xchc2e,https://bsky.app/profile/did:plc:t25h2433e7etlwm2tb6ihw6h/post/3lkwin7xchc2e,No,,,unalive
"Hearing the term ""unalive"" in so many video's now.

PEOPLE, Kids cartoons already figured out how to say kill in the 90's in a way less cringy way.",kyderra.bsky.social,Kyderra,2025-03-21T15:14:14.811Z,19,0,1,1,at://did:plc:pq57zp43fzgj3jckuelnp4rx/app.bsky.feed.post/3lkviultzfs2i,https://bsky.app/profile/did:plc:pq57zp43fzgj3jckuelnp4rx/post/3lkviultzfs2i,No,,,unalive
"I'm kinda surprise that one of the fathers of the numerous children that Hitler 2.0 raped didn't unalive him. I would have, if it were MY son or daughter he'd raped...
www.mypalmbeachclerk.com/home/showpub...",wyotriumphrider.bsky.social,R.J. Gerber Jr.,2025-03-21T12:42:37.805Z,21,0,2,3,at://did:plc:wtuqpfsdvtps2ypccp45poh3/app.bsky.feed.post/3lkvafibfj22b,https://bsky.app/profile/did:plc:wtuqpfsdvtps2ypccp45poh3/post/3lkvafibfj22b,No,,,unalive
I am just silly and am the sanest cutest girl unalive!,molly.meowzone.gay,"Molly Lovewing 相羽森湖 Game Dev, Vtuber, Bassist",2025-03-20T11:24:31.735Z,142,0,2,20,at://did:plc:cnpabl5jxwacr4mkciogiux4/app.bsky.feed.post/3lkslkvt5bk2k,https://bsky.app/profile/did:plc:cnpabl5jxwacr4mkciogiux4/post/3lkslkvt5bk2k,No,,,unalive
"If you look at the numbers black people is the only group that consistently votes Democrat. 92% of black women voted for Kamala, bit you conveniently am mad at the only former black president??????? Have we heard from Clinton? He tries to get Pence unalive we haven't heard much from Pence,",mrstsmith.bsky.social,The First Shall be Last & The Last First,2025-03-21T18:46:27.162Z,9,0,1,0,at://did:plc:ytl64jlq2ua2gk4lokielgzi/app.bsky.feed.post/3lkvuq2ejwk24,https://bsky.app/profile/did:plc:ytl64jlq2ua2gk4lokielgzi/post/3lkvuq2ejwk24,Yes,at://did:plc:6ypolqqqegccfagch4onerwm/app.bsky.feed.post/3lkvga25pmk2c,https://bsky.app/profile/did:plc:6ypolqqqegccfagch4onerwm/post/3lkvga25pmk2c,unalive
"Stop saying shit like ""unalive"" and ""seggs"" 

You're fuckin 40 years old",jaycubed2k.bsky.social,Jay,2025-03-20T10:08:54.894Z,152,1,8,26,at://did:plc:xkzqiys5sgwptsoqfkeddqnh/app.bsky.feed.post/3lkshdp5rhk27,https://bsky.app/profile/did:plc:xkzqiys5sgwptsoqfkeddqnh/post/3lkshdp5rhk27,No,,,unalive
wish bsky had privs so i could scream endlessly about how i want to fucking unalive myself without feeling the overwhelming guilt of my ex telling me how it was embarrassing to post stuff like that 🤡 how i feel is my own fault anyways oh well,gardenbunny.bsky.social,Basil,2025-03-21T01:51:05.670Z,9,0,2,0,at://did:plc:lh4z2ter6kyuj6um5svl2rvr/app.bsky.feed.post/3lku3yh45fk2w,https://bsky.app/profile/did:plc:lh4z2ter6kyuj6um5svl2rvr/post/3lku3yh45fk2w,No,,,unalive
"It's already here.  the question is, are we going to lay down and let them do it, or are we going to kick them so hard in the nootz that they unalive on impact?  Or at least regret their life's choices.....",sarjenkat.bsky.social,,2025-03-20T17:55:04.712Z,12,0,0,0,at://did:plc:xvcbyyz5ftkjdqrnvhlzp72b/app.bsky.feed.post/3lktbfbatus2o,https://bsky.app/profile/did:plc:xvcbyyz5ftkjdqrnvhlzp72b/post/3lktbfbatus2o,Yes,at://did:plc:aaqv2qqosq3l4jhnhhuxio3q/app.bsky.feed.post/3lktbbgt7mk2g,https://bsky.app/profile/did:plc:aaqv2qqosq3l4jhnhhuxio3q/post/3lktbbgt7mk2g,unalive
I missed the comic signing last night (cuz someone tried to unalive me with JD shots 😓) but was tickled today to see Doom make my “minor” hood the stage for sharing his plans with Valeria 😅,solidsx.bsky.social,Solidsx,2025-03-20T20:42:13.384Z,5,0,0,0,at://did:plc:5e7h527qty7ditogcetncguw/app.bsky.feed.post/3lktkq5dxmk25,https://bsky.app/profile/did:plc:5e7h527qty7ditogcetncguw/post/3lktkq5dxmk25,No,,,unalive
Literally top tier Reylo meme. If you no longer see the meme in circulation assume I am unalive,mythchild.bsky.social,,2025-03-20T11:49:50.729Z,4,0,0,0,at://did:plc:gyndakiefyp6vkvt3nwuyzri/app.bsky.feed.post/3lksmy6hkkc25,https://bsky.app/profile/did:plc:gyndakiefyp6vkvt3nwuyzri/post/3lksmy6hkkc25,Yes,at://did:plc:4ffj3kf7ygdfs37dtlqljarj/app.bsky.feed.post/3lksi577utc2p,https://bsky.app/profile/did:plc:4ffj3kf7ygdfs37dtlqljarj/post/3lksi577utc2p,unalive
"Fuck these fuckers so hard. I would say i wish they all should go unalive themselves but since we no longer can assume we have free speech, I'll instead say I hope they have total liquid shits multiple times a day for the rest of their life & their assholes are forever itching & burning",sinycalbytch.bsky.social,Cynnie,2025-03-21T04:28:49.073Z,4,0,1,0,at://did:plc:27ectjekv6aamlpcgiboo7hc/app.bsky.feed.post/3lkuesi4bvc2e,https://bsky.app/profile/did:plc:27ectjekv6aamlpcgiboo7hc/post/3lkuesi4bvc2e,No,,,unalive
"Me recuerda a cuando en otra rrss me hicieron borrar varios posts (de hasta hace diez años) por interpretar la expresión ""córtate un poco"" como una inducción al suicidio y las autolesiones. Mismo motivo por el que ahora la gente dice ""unalive"" en inglés en vez de ""kill""",elhombremalo.bsky.social,El Hombre Malo,2025-03-20T16:58:20.507Z,8,0,1,0,at://did:plc:gy5hekx5klgmsdh45bqmy2s7/app.bsky.feed.post/3lkt67sqqwk2w,https://bsky.app/profile/did:plc:gy5hekx5klgmsdh45bqmy2s7/post/3lkt67sqqwk2w,Yes,at://did:plc:hwjsotuurvhcos4csukm5lxd/app.bsky.feed.post/3lkt4i64xg225,https://bsky.app/profile/did:plc:hwjsotuurvhcos4csukm5lxd/post/3lkt4i64xg225,unalive
"He’d unalive you for a catnip toy, then sleep soundly the rest of his goddamn life.",rednuopdnuorg.bsky.social,Lee-ish,2025-03-19T05:14:56.163Z,14,0,1,1,at://did:plc:36fs27pdzonvgeunmce4osrj/app.bsky.feed.post/3lkpgh442w22x,https://bsky.app/profile/did:plc:36fs27pdzonvgeunmce4osrj/post/3lkpgh442w22x,No,,,unalive
"You can say and write ""Die"" dude, you don't gotta write ""unalive"", it's ok dude u can do it, go on,",darkonius-mavakar.itch.io,Darkonius Mavakar,2025-03-18T15:50:57.222Z,96,0,5,16,at://did:plc:fzj4gx6wjdmgk5f7w4u55cj4/app.bsky.feed.post/3lknzjhuaac25,https://bsky.app/profile/did:plc:fzj4gx6wjdmgk5f7w4u55cj4/post/3lknzjhuaac25,No,,,unalive
"from grating self-censorship like ""seggs"" and ""unalive"" to weird bullshit like ""airport theory,"" there is no platform turning me into an angry old man who thinks young people are morons like tiktok www.wired.com/story/airpor...",jfruh.bsky.social,Josh Fruhlinger,2025-03-18T16:03:55.770Z,215,7,6,14,at://did:plc:2fg6nqvpmpqe3qqjfe3ohhjh/app.bsky.feed.post/3lko2aodf7c2o,https://bsky.app/profile/did:plc:2fg6nqvpmpqe3qqjfe3ohhjh/post/3lko2aodf7c2o,No,,,unalive
lol Killmonger would have hated Indiana Jones,jesseconner.bsky.social,Jesse,2025-03-19T22:11:00.903Z,3,0,0,0,at://did:plc:2yj5iyshfxi5nvecyy7j5nkf/app.bsky.feed.post/3lkr77ymcsc2b,https://bsky.app/profile/did:plc:2yj5iyshfxi5nvecyy7j5nkf/post/3lkr77ymcsc2b,No,,,unalive
"Here is a FACT. That fucker wants to try it, we will UNALIVE that fat fuck. Bring it on fucker.",heathcliff3.bsky.social,🇨🇦Heathcliff🇨🇦,2025-03-19T15:50:34.063Z,14,0,0,1,at://did:plc:tztcm65rkj65msux4ly6apb2/app.bsky.feed.post/3lkqjxp7y7k2s,https://bsky.app/profile/did:plc:tztcm65rkj65msux4ly6apb2/post/3lkqjxp7y7k2s,Yes,at://did:plc:aunpu65mdrhwfie7ynymlzeh/app.bsky.feed.post/3lkqgjliya52w,https://bsky.app/profile/did:plc:aunpu65mdrhwfie7ynymlzeh/post/3lkqgjliya52w,unalive
Can't wait until they add Unalive as an adjective,kylethuzad.bsky.social,Kyle'Thuzad,2025-03-18T17:52:45.924Z,11,0,0,0,at://did:plc:26ujnqfwx6ojkfii2wza2svw/app.bsky.feed.post/3lkoadbxups2c,https://bsky.app/profile/did:plc:26ujnqfwx6ojkfii2wza2svw/post/3lkoadbxups2c,Yes,at://did:plc:tf6atvulwqvopot3tcc57gbc/app.bsky.feed.post/3lko3lh26q22r,https://bsky.app/profile/did:plc:tf6atvulwqvopot3tcc57gbc/post/3lko3lh26q22r,unalive
"Is she volunteering to unalive herself? She herself is a Colombian immigrant, who came here as a child.",cynosure13.bsky.social,Cynosure 🏳️‍🌈🤍🖤💜🩶,2025-03-18T21:20:30.164Z,5,0,0,0,at://did:plc:djbtxlbq6xrv6uzhzkvrajtz/app.bsky.feed.post/3lkolwqsc3s2m,https://bsky.app/profile/did:plc:djbtxlbq6xrv6uzhzkvrajtz/post/3lkolwqsc3s2m,Yes,at://did:plc:yj7zpeyom5d6ak2erlvsi6ro/app.bsky.feed.post/3lkoiog74j22l,https://bsky.app/profile/did:plc:yj7zpeyom5d6ak2erlvsi6ro/post/3lkoiog74j22l,unalive
"I get why video creators on TikTok and YouTube use ""unalive"", but it grinds my gears when I see it in comments or places like BlueSky where we're not monetizing our content.",tabbylavalamp.bsky.social,Tabby Lavalamp,2025-03-18T16:15:44.223Z,15,0,1,0,at://did:plc:d7nv6ns6cl2bwmy2o4hmljti/app.bsky.feed.post/3lko2vrxntk2u,https://bsky.app/profile/did:plc:d7nv6ns6cl2bwmy2o4hmljti/post/3lko2vrxntk2u,Yes,at://did:plc:2fg6nqvpmpqe3qqjfe3ohhjh/app.bsky.feed.post/3lko2aodf7c2o,https://bsky.app/profile/did:plc:2fg6nqvpmpqe3qqjfe3ohhjh/post/3lko2aodf7c2o,unalive
"i know this is a very high and mighty thing to say but if i found myself in a position where i was saying ""unalive"" and ""grape"" as part of my job, i would get another job",jfruh.bsky.social,Josh Fruhlinger,2025-03-18T16:18:20.874Z,19,0,2,0,at://did:plc:2fg6nqvpmpqe3qqjfe3ohhjh/app.bsky.feed.post/3lko32hecck2q,https://bsky.app/profile/did:plc:2fg6nqvpmpqe3qqjfe3ohhjh/post/3lko32hecck2q,Yes,at://did:plc:d7nv6ns6cl2bwmy2o4hmljti/app.bsky.feed.post/3lko2vrxntk2u,https://bsky.app/profile/did:plc:d7nv6ns6cl2bwmy2o4hmljti/post/3lko2vrxntk2u,unalive
"With severe depression & anxiety, the worst case scenario I've been picturing because of the shit these MF's are doing is...bad, & makes me want to unalive myself. My therapist urged me to picture a best case instead. For me: Trump d€@d, V@nc€ j@¡led, and Mu$k d€p○r+€d then j@¡led.",helenec-schubert.bsky.social,Helen E C Schubert,2025-03-19T02:27:58.661Z,9,0,2,0,at://did:plc:qpfu5dral2i6u7amaiulnwi4/app.bsky.feed.post/3lkp54kntes2s,https://bsky.app/profile/did:plc:qpfu5dral2i6u7amaiulnwi4/post/3lkp54kntes2s,Yes,at://did:plc:uayevtgtbwot25zhocjzb6lv/app.bsky.feed.post/3lkoz77tfgs2s,https://bsky.app/profile/did:plc:uayevtgtbwot25zhocjzb6lv/post/3lkoz77tfgs2s,unalive
"Da es bissi 🤔 um meinen letzten Skeet gab:

Ich komme ja von Tiktok, da läuft einiges bissi anders, weil 1 nicht sagen darf, was 1 meint, also spricht 1 Algospeak, zB

Clock App = Tiktok
🌽 = porn
Seggs = Sex
Fork = fuck
Le dollar bean = lesbian
Unalive = Töten
Yahzees = Nazis
YT = white/caucasian",intershura.bsky.social,Prinzessin Alesja Zoë Victoria,2025-03-18T22:39:59.906Z,8,1,1,0,at://did:plc:rnuro5wmixwcr2xy462mrmbf/app.bsky.feed.post/3lkoqevlbbc2v,https://bsky.app/profile/did:plc:rnuro5wmixwcr2xy462mrmbf/post/3lkoqevlbbc2v,No,,,unalive
"They simultaneously want ""freedom"" and ""less government"" yet also want the government to have the ability to unalive anyone at any time for any reason.",kylora2112.bsky.social,Kylie Woyote,2025-03-18T17:10:55.805Z,5,0,1,0,at://did:plc:3dutjdqcyk7kcrqzbxpit5kk/app.bsky.feed.post/3lko5yi54n22a,https://bsky.app/profile/did:plc:3dutjdqcyk7kcrqzbxpit5kk/post/3lko5yi54n22a,Yes,at://did:plc:s6j27rxb3ic2rxw73ixgqv2p/app.bsky.feed.post/3lko5qz5woc2s,https://bsky.app/profile/did:plc:s6j27rxb3ic2rxw73ixgqv2p/post/3lko5qz5woc2s,unalive
Extremely not the point and it is extremely grating BUT imo seggs/unalive etc is imo the equivalent of flipping a video and putting visual noise in it to avoid getting DMCAd for posting copyrighted material. It’s closer to a folkway at this point. A very annoying folkway,griph.bsky.social,Marshall McLuhan bit from Annie Hall (Taylor’s Version),2025-03-18T16:12:08.577Z,13,0,0,0,at://did:plc:3u3y73qfg4od5wqsmqdor5av/app.bsky.feed.post/3lko2pecpyk2h,https://bsky.app/profile/did:plc:3u3y73qfg4od5wqsmqdor5av/post/3lko2pecpyk2h,Yes,at://did:plc:2fg6nqvpmpqe3qqjfe3ohhjh/app.bsky.feed.post/3lko2aodf7c2o,https://bsky.app/profile/did:plc:2fg6nqvpmpqe3qqjfe3ohhjh/post/3lko2aodf7c2o,unalive
Unless you storm the Capitol and then you will be called a patriot for trying to unalive police defending against your insurrection.,annedf.bsky.social,ruthAnneofKingston,2025-03-18T17:54:49.178Z,5,1,0,1,at://did:plc:xhkwhxsjuoorrkbdz6kbtjbb/app.bsky.feed.post/3lkoagxjbxc23,https://bsky.app/profile/did:plc:xhkwhxsjuoorrkbdz6kbtjbb/post/3lkoagxjbxc23,No,,,unalive
"I swear, when my period hits, my mood switches can be drastic!
I could go from ""I am hungry, and I'm going to make ramen."" to ""I will unalive you right now if you eat a single noodle from my bowl!"" to ""Heheh, pretty vampire men, mmm~' and then 'Why was I born?'.
It often scares me o.o",beastiedarling.bsky.social,BeastieDarling 👑🧋Comms Opened!,2025-03-18T21:44:51.719Z,4,0,0,0,at://did:plc:sstug36f6njioo6diyolll2r/app.bsky.feed.post/3lkonccngus26,https://bsky.app/profile/did:plc:sstug36f6njioo6diyolll2r/post/3lkonccngus26,No,,,unalive
"""sewer slide"" ""unalive"" I hate you!!!!!! I hate you!!!!!!!!!!!!!!!!!",lackingsaint.bsky.social,Jack Saint,2025-03-17T09:27:02.579Z,600,6,23,77,at://did:plc:atdbmignbrjbjgj2ba4axnwl/app.bsky.feed.post/3lkktm2tpuk2y,https://bsky.app/profile/did:plc:atdbmignbrjbjgj2ba4axnwl/post/3lkktm2tpuk2y,No,,,unalive
"gen z jack garland: ""I'm here to unalive Chaos.""",jgntaken.bsky.social,you aer dadonpachi,2025-03-17T22:29:25.307Z,19,0,1,1,at://did:plc:ctjsenqhkkcwa3ghllm32xup/app.bsky.feed.post/3lkm7d2waks2x,https://bsky.app/profile/did:plc:ctjsenqhkkcwa3ghllm32xup/post/3lkm7d2waks2x,No,,,unalive
"Unfortunately I agree.

In the social contract, manipulating the civility of others so you can hurt/unalive them breaks the social contract.
Those who have broken the contract, do not deserve it's protections.
Coming soon, we may have to get in the mud and rediscover our rage. Otherwise, well... ...",starsiegeroks.bsky.social,,2025-03-18T18:02:25.395Z,3,0,2,1,at://did:plc:deu4szweowtygdlncwjccap5/app.bsky.feed.post/3lkoauklwek2a,https://bsky.app/profile/did:plc:deu4szweowtygdlncwjccap5/post/3lkoauklwek2a,Yes,at://did:plc:kx2dehicbum6bcm6mkqlqtr4/app.bsky.feed.post/3lko5bpyhk32b,https://bsky.app/profile/did:plc:kx2dehicbum6bcm6mkqlqtr4/post/3lko5bpyhk32b,unalive
"Millennial Moment: I hate that tiktok popularized ""unalive"" when we already had a perfectly fine, algorithm-friendly euphemism: off/offed. Less grammatical brainrot, and makes ya sound like an old-timey gangster!

Example: ""Jane offed her abusive bf.""",missdiedra.bsky.social,Vishanti,2025-03-17T22:25:17.819Z,19,0,4,0,at://did:plc:l23szrmmv4je2bbrd32mghkg/app.bsky.feed.post/3lkm73ove6k2e,https://bsky.app/profile/did:plc:l23szrmmv4je2bbrd32mghkg/post/3lkm73ove6k2e,No,,,unalive
"So to avoid YouTube demonetizing videos, some content creators have to use certain terms for words. (pedophile is PDF file, suicide is unalive etc etc)

Reese Waters calling Nazis ""Yahtzees"" is fucking brilliant. Lol.",lif3asmaj.bsky.social,Maj,2025-03-17T21:21:21.794Z,13,0,3,2,at://did:plc:rj7sphb3g7r2bbdclow4hdut/app.bsky.feed.post/3lkm3jel5zc2d,https://bsky.app/profile/did:plc:rj7sphb3g7r2bbdclow4hdut/post/3lkm3jel5zc2d,No,,,unalive
Charles Manson never killed anyone either. That doesn’t make them any less unalive because of him.,scuttleryan.bsky.social,Scuttle,2025-03-17T18:03:24.014Z,10,0,1,0,at://did:plc:5lr7udeozrwntkt67pvtir2m/app.bsky.feed.post/3lklqhf2bds2r,https://bsky.app/profile/did:plc:5lr7udeozrwntkt67pvtir2m/post/3lklqhf2bds2r,Yes,at://did:plc:5lr7udeozrwntkt67pvtir2m/app.bsky.feed.post/3lklq5rdcsk2r,https://bsky.app/profile/did:plc:5lr7udeozrwntkt67pvtir2m/post/3lklq5rdcsk2r,unalive
"""Siri how does someone unalive themselves with X, Y, or Z...""

<googles> ' how big is the inside of a 50 gallon drum...",drmariamitchell.bsky.social,Mean Maria,2025-03-18T11:04:27.624Z,5,0,0,0,at://did:plc:eovucjeox6p4pof2kowm3b2t/app.bsky.feed.post/3lknjj6l4m225,https://bsky.app/profile/did:plc:eovucjeox6p4pof2kowm3b2t/post/3lknjj6l4m225,Yes,at://did:plc:eovucjeox6p4pof2kowm3b2t/app.bsky.feed.post/3lknjg22ylk25,https://bsky.app/profile/did:plc:eovucjeox6p4pof2kowm3b2t/post/3lknjg22ylk25,unalive
"Sadly, they don't care. Matter of fact, they are hoping it gets worse for us because they want us unalive.",mariewilla.bsky.social,MarieWilla,2025-03-17T13:47:59.606Z,14,0,1,1,at://did:plc:6guzoc7gipmvx3bmmouyvvin/app.bsky.feed.post/3lklc6okm222i,https://bsky.app/profile/did:plc:6guzoc7gipmvx3bmmouyvvin/post/3lklc6okm222i,No,,,unalive
"*After careful consideration,

*We've decided to postpone our divorce,

*Just until we kill your ass

*Hey! Language!

*Sorry, just until we UNALIVE your ass

The divorced rulers that each control 50% of their world, 

Meet The Ringmistress and The Ringmaster!

#deltarune
#deltaruneoc",eggstirfry.bsky.social,Eggstirfry,2025-03-17T20:12:56.712Z,10,0,0,3,at://did:plc:f7zzilh7gloj65ni5ipbnnmv/app.bsky.feed.post/3lklxozolgk2i,https://bsky.app/profile/did:plc:f7zzilh7gloj65ni5ipbnnmv/post/3lklxozolgk2i,No,,,unalive
I'm not proud of this LOL,deecherrywriter.bsky.social,Danny Cherry Jr (twitter/Insta/tiktok: @Deecherrywriter),2025-03-18T14:04:42.462Z,7,0,2,0,at://did:plc:opze4n7rbhg3laikpexdkuri/app.bsky.feed.post/3lkntlifsss2d,https://bsky.app/profile/did:plc:opze4n7rbhg3laikpexdkuri/post/3lkntlifsss2d,Yes,at://did:plc:opze4n7rbhg3laikpexdkuri/app.bsky.feed.post/3lknstti34c2f,https://bsky.app/profile/did:plc:opze4n7rbhg3laikpexdkuri/post/3lknstti34c2f,unalive
unalive joke,c4tdog.bsky.social,🐱 CatDog 🐶,2025-03-17T20:55:39.668Z,2,0,1,0,at://did:plc:jst2wdyphv7pvy55ddcalpae/app.bsky.feed.post/3lkm23fv7ls2t,https://bsky.app/profile/did:plc:jst2wdyphv7pvy55ddcalpae/post/3lkm23fv7ls2t,No,,,unalive
When is somebody going to unalive him already?!?!?!,overitt24.bsky.social,TruckFump (she/her),2025-03-17T05:22:54.143Z,16,0,0,0,at://did:plc:wh5fcjq6ikb7hixkn7q3kchf/app.bsky.feed.post/3lkkfxiyxks2z,https://bsky.app/profile/did:plc:wh5fcjq6ikb7hixkn7q3kchf/post/3lkkfxiyxks2z,Yes,at://did:plc:4llrhdclvdlmmynkwsmg5tdc/app.bsky.feed.post/3lkkdeqjctc2c,https://bsky.app/profile/did:plc:4llrhdclvdlmmynkwsmg5tdc/post/3lkkdeqjctc2c,unalive
I hate how this language has seeped into the real world. At my university the content warning for auditions for a play used unalive. Thinking about it just makes mad. It’s a content warning. You need to be as clear as possible. What censorship are you trying to avoid on a printed out piece of paper?,just2theleft.bsky.social,Vi 🔆,2025-03-17T10:47:39.918Z,19,0,0,1,at://did:plc:b6xjxkp3gabtrrspmtpoequy/app.bsky.feed.post/3lkky4a3lqc26,https://bsky.app/profile/did:plc:b6xjxkp3gabtrrspmtpoequy/post/3lkky4a3lqc26,Yes,at://did:plc:atdbmignbrjbjgj2ba4axnwl/app.bsky.feed.post/3lkktm2tpuk2y,https://bsky.app/profile/did:plc:atdbmignbrjbjgj2ba4axnwl/post/3lkktm2tpuk2y,unalive
"People need to show up and stop the companies from doing this, by any means. Nonviolence is no longer an option when they are actively trying to unalive the entire planet, they will never care about peaceful protests.",comradedelaune.bsky.social,,2025-03-18T00:10:42.431Z,2,0,0,0,at://did:plc:cbgxh67bla6ckhmmuxwztiri/app.bsky.feed.post/3lkmey6j73k2b,https://bsky.app/profile/did:plc:cbgxh67bla6ckhmmuxwztiri/post/3lkmey6j73k2b,Yes,at://did:plc:4zbutmm5f4sak4gyc7od6itd/app.bsky.feed.post/3lkmb7rbo722o,https://bsky.app/profile/did:plc:4zbutmm5f4sak4gyc7od6itd/post/3lkmb7rbo722o,unalive
"🔴monday is mondaying but i have pepsi max in a wriothesley cup and we're playing the sims so it could be worse. we absolutely need to unalive someone today

➡️twitch.tv/hollyy 🐛",hollywith2ys.bsky.social,Holly,2025-03-17T15:50:11.864Z,3,0,0,0,at://did:plc:md6ppsjlltsywajzodcqawdk/app.bsky.feed.post/3lkliz6xapj2u,https://bsky.app/profile/did:plc:md6ppsjlltsywajzodcqawdk/post/3lkliz6xapj2u,No,,,unalive
Biodome2 failed. Looks like we should be trying harder to make things work here without trying to find escaping the planet opportunities that would require that tech. Mars has never been a well thought out plan. Unless your plan is to unalive people. Tells a lot about Musk ideas. 😩,dawnwilliamson.bsky.social,,2025-03-17T10:29:55.416Z,6,0,0,0,at://did:plc:7aqvrita4kqxrcjwgw45opip/app.bsky.feed.post/3lkkx4ivkys2b,https://bsky.app/profile/did:plc:7aqvrita4kqxrcjwgw45opip/post/3lkkx4ivkys2b,Yes,at://did:plc:ux34natbhxube3xgdu3rhf45/app.bsky.feed.post/3lkjqu22yas2u,https://bsky.app/profile/did:plc:ux34natbhxube3xgdu3rhf45/post/3lkjqu22yas2u,unalive
"THEY'RE UNALIVING HER...

THEN THEY'RE GONNA UNALIVE ME",beanycatte.bsky.social,The noodle θ∆,2025-03-17T09:37:11.508Z,6,0,2,1,at://did:plc:3u7o6h2rx7elcbipmuwmvmrz/app.bsky.feed.post/3lkku67ks3226,https://bsky.app/profile/did:plc:3u7o6h2rx7elcbipmuwmvmrz/post/3lkku67ks3226,No,,,unalive
PSA: starting tonight I'll be on a two-week social media/news blackout so if everything just collapses in on itself while I'm gone please know that I love you all and I hope you will think of me whenever a homicidal kitteh tries to unalive you,amiberger.bsky.social,Ami Berger,2025-03-16T15:28:42.737Z,153,0,9,0,at://did:plc:fhuifhwlgpfh233on5jrmxrl/app.bsky.feed.post/3lkixdubag22h,https://bsky.app/profile/did:plc:fhuifhwlgpfh233on5jrmxrl/post/3lkixdubag22h,No,,,unalive
"If Labour cuts £675 a month ,I'll save the them a job & unalive myself, I & many many others won't be able to afford to live,yet again The Government ignores the voiceless and will pander to those who shout the loudest 😡I'm just so tired of fighting the system because I was born with a disability.",emmadm101.bsky.social,🇺🇦emmadm101 🇵🇸,2025-03-17T01:17:05.026Z,21,0,0,5,at://did:plc:ihdaraxh2s4vwlmw2yign5au/app.bsky.feed.post/3lkjy7x5lzc2w,https://bsky.app/profile/did:plc:ihdaraxh2s4vwlmw2yign5au/post/3lkjy7x5lzc2w,Yes,at://did:plc:vovinwhtulbsx4mwfw26r5ni/app.bsky.feed.post/3lkjpkzu5oz25,https://bsky.app/profile/did:plc:vovinwhtulbsx4mwfw26r5ni/post/3lkjpkzu5oz25,unalive
i think only trans people should be allowed to tell others to unalive themselves,livinginjeopardy.bsky.social,transsexual anarchy cringe CEO 🔆🥦,2025-03-16T16:44:12.457Z,7,0,0,1,at://did:plc:bucg2dsfr66ecm7kc3bmepwv/app.bsky.feed.post/3lkj3ku5d422r,https://bsky.app/profile/did:plc:bucg2dsfr66ecm7kc3bmepwv/post/3lkj3ku5d422r,No,,,unalive
